"county_areas","region","date","month","year","quarter","rate_homicide_uns","rate_offences_against_the_person_uns","rate_sexual_offences_uns","rate_burglary_uns","rate_robbery_uns","rate_theft_and_handling_uns","rate_fraud_and_forgery_uns","rate_criminal_damage_uns","rate_drugs_offences_uns","rate_public_order_offences_uns","rate_all_other_offences_uns","rate_motoring_offences_uns","rate_l_motoring_offences_uns"
"Lincolnshire","East Midlands","2016-10-01","Oct",2016,"Q4_2016",100,18.8,0,0,0,7.2,9.1,5.6,3.4,20,20,25.7,100
"Merseyside","Mersey-Cheshire","2016-10-01","Oct",2016,"Q4_2016",33.3,15,13.3,5.6,25,3.6,13,17.6,8.5,15.3,13.9,11,100
"Metropolitan and City","Greater London","2016-10-01","Oct",2016,"Q4_2016",42.4,30.7,27,17.6,27.9,14.5,16.7,21.6,8.9,24.5,20.2,23.1,100
"Norfolk","East of England","2016-10-01","Oct",2016,"Q4_2016",0,17.7,31.6,0,25,4,31.3,9.8,4.5,4.3,16.7,3.3,100
"Northamptonshire","East Midlands","2016-10-01","Oct",2016,"Q4_2016",0,22.2,0,21.4,16.7,10,0,6.7,3.2,9.7,23.1,11,100
"Northumbria","North East","2016-10-01","Oct",2016,"Q4_2016",0,27,24.6,14.6,45.5,8.8,6.7,16.9,8.1,18.9,17.6,14.4,100
"North Wales","Cymru/Wales","2016-10-01","Oct",2016,"Q4_2016",50,21.2,27.3,9.1,0,5.3,20,12.5,0,9.1,9.1,11.7,100
"North Yorkshire","Yorkshire and Humberside","2016-10-01","Oct",2016,"Q4_2016",0,12.3,60,15.8,0,6.2,14.3,7.9,5.4,9.2,4.5,10.3,100
"Nottinghamshire","East Midlands","2016-10-01","Oct",2016,"Q4_2016",33.3,22.8,20.8,20.7,12.5,11.2,0,14.3,6.2,19.4,0,22.9,100
"South Wales","Cymru/Wales","2016-10-01","Oct",2016,"Q4_2016",0,27.6,37.1,13.5,35.3,5.1,12,12.9,3,16.3,10.7,16.2,100
"South Yorkshire","Yorkshire and Humberside","2016-10-01","Oct",2016,"Q4_2016",0,21.5,0,16.2,20,8.3,21.4,16.7,5.7,8.3,11.1,10.8,100
"Staffordshire","West Midlands","2016-10-01","Oct",2016,"Q4_2016",0,24.6,25.8,15,50,3.3,25,12.7,6.7,8.8,6.7,19,100
"Suffolk","East of England","2016-10-01","Oct",2016,"Q4_2016",0,17.4,15.4,12.5,50,6.8,25,6.5,6.3,13.5,20,6.3,100
"Surrey","South East","2016-10-01","Oct",2016,"Q4_2016",0,19,30.4,12.5,33.3,16.7,23.1,5.9,0,16.7,25,4.4,100
"Sussex","South East","2016-10-01","Oct",2016,"Q4_2016",0,13.8,16.7,7.4,0,3.8,11.8,17.5,2.6,11,18.2,9.7,100
"Thames Valley","Thames and Chiltern","2016-10-01","Oct",2016,"Q4_2016",0,25.4,39,14,26.3,6.5,19.4,25,5.4,15.6,6.9,11.3,100
"Warwickshire","West Midlands","2016-10-01","Oct",2016,"Q4_2016",0,16.5,12.5,0,0,1.1,27.3,7.7,0,15.6,0,13.9,100
"West Mercia","West Midlands","2016-10-01","Oct",2016,"Q4_2016",0,14.6,16.7,13.8,36.4,4.9,30,7.4,1.7,11.8,0,12.3,100
"West Midlands","West Midlands","2016-10-01","Oct",2016,"Q4_2016",20,22.9,34.5,17.5,12.8,5.9,2.7,15.9,6.3,18.7,4.8,18.6,100
"West Yorkshire","Yorkshire and Humberside","2016-10-01","Oct",2016,"Q4_2016",33.3,23,27.3,12.7,11.8,5.7,2.1,15.7,2.2,12.8,11.5,17.2,100
"Wiltshire","Oxfordshire","2016-10-01","Oct",2016,"Q4_2016",0,13.9,22.2,0,0,5,0,33.3,6.5,6.3,0,7.2,100
"Avon and Somerset","South West","2016-11-01","Nov",2016,"Q4_2016",0,22.4,20.9,17,0,3.9,23.5,12,4.2,10.3,15.4,12.2,100
"Bedfordshire","Thames and Chiltern","2016-11-01","Nov",2016,"Q4_2016",0,19.8,27.3,0,0,7.7,0,23.1,2.9,10.5,25,21.5,100
"Cambridgeshire","East of England","2016-11-01","Nov",2016,"Q4_2016",0,19.2,25,18.2,28.6,8.7,0,6.9,2.7,18.9,5.9,6.9,100
"Cheshire","Mersey-Cheshire","2016-11-01","Nov",2016,"Q4_2016",0,13.7,33.3,11.1,23.1,5.9,9.5,15.6,1.4,11.7,0,9,100
"Cleveland","North East","2016-11-01","Nov",2016,"Q4_2016",0,19.1,15.4,14.3,33.3,5.6,12.5,26.9,11.5,13.4,23.1,8.9,100
"Cumbria","North West","2016-11-01","Nov",2016,"Q4_2016",0,13,0,22.2,50,5.2,0,7.4,0,14,26.7,4.4,100
"Derbyshire","East Midlands","2016-11-01","Nov",2016,"Q4_2016",0,19.9,0,21.1,33.3,2.4,0,12.5,4,7.3,0,12.3,100
"Devon and Cornwall","South West","2016-11-01","Nov",2016,"Q4_2016",33.3,16.7,13.3,0,0,5.5,0,12.5,1.5,10.3,13.2,7.4,100
"Dorset","Oxfordshire","2016-11-01","Nov",2016,"Q4_2016",0,16.5,25,20,0,2.9,16.7,10,2.7,10.3,9.1,10.6,100
"Durham","North East","2016-11-01","Nov",2016,"Q4_2016",50,18.8,20,18.2,0,10.9,0,8.3,4.8,9.4,12.5,9.4,100
"Dyfed Powys","Cymru/Wales","2016-11-01","Nov",2016,"Q4_2016",0,13,71.4,0,0,2.4,0,17.6,4.3,5.9,28.6,17.7,0
"Essex","East of England","2016-11-01","Nov",2016,"Q4_2016",0,17.9,21,6.3,0,6.6,13,11.5,2,10.4,11.5,10.3,100
"Gloucestershire","South West","2016-11-01","Nov",2016,"Q4_2016",0,25.3,20,11.1,0,1.9,18.2,13,0,22.7,0,8.2,100
"GreaterManchester","North West","2016-11-01","Nov",2016,"Q4_2016",23.5,18.5,28.6,9,8,7,10.3,10.7,7.5,15,16.7,19.7,100
"Gwent","Cymru/Wales","2016-11-01","Nov",2016,"Q4_2016",33.3,12.3,23.1,26.3,0,8.2,7.1,11.1,2.4,12.5,0,15.1,100
"Hampshire","Oxfordshire","2016-11-01","Nov",2016,"Q4_2016",50,18.2,25,14.8,20,6.5,8.7,13.5,7.1,15.3,15,9.3,100
"Hertfordshire","Thames and Chiltern","2016-11-01","Nov",2016,"Q4_2016",0,21.4,26.7,18.2,33.3,7.4,21.4,12.1,5.9,9.1,0,18.5,100
"Humberside","Yorkshire and Humberside","2016-11-01","Nov",2016,"Q4_2016",0,19,31,8.3,20,2.8,5.9,11.1,7.8,12,13.3,11.9,100
"Kent","South East","2016-11-01","Nov",2016,"Q4_2016",60,20.6,25,30.3,0,9.5,15.8,18,10.3,14.3,11.5,13,100
"Lancashire","North West","2016-11-01","Nov",2016,"Q4_2016",0,19.5,9.1,9.1,57.1,5.6,10,9.7,1.6,12.8,6.3,17.9,100
"Leicestershire","East Midlands","2016-11-01","Nov",2016,"Q4_2016",50,18.5,33.3,4.2,0,11.3,12.5,27.5,0,9.4,25,16.3,100
"Lincolnshire","East Midlands","2016-11-01","Nov",2016,"Q4_2016",0,25.4,0,0,0,11.8,25,28.9,6.1,8.1,16.7,13,100
"Merseyside","Mersey-Cheshire","2016-11-01","Nov",2016,"Q4_2016",20,17.9,32.7,20.8,0,5.2,7.4,17.4,5.5,12.4,3.2,16.8,100
"Metropolitan and City","Greater London","2016-11-01","Nov",2016,"Q4_2016",37.5,29.5,37.5,17.2,27,16.5,16.4,27,8.2,23.1,21.1,20.4,100
"Norfolk","East of England","2016-11-01","Nov",2016,"Q4_2016",0,11.2,5.6,7.7,0,4.2,0,12.2,5.3,6.3,5.9,10.4,100
"Northamptonshire","East Midlands","2016-11-01","Nov",2016,"Q4_2016",0,17.1,10,15.4,0,10.3,0,29.4,7.4,11.5,0,18.9,100
"Northumbria","North East","2016-11-01","Nov",2016,"Q4_2016",50,21.3,37.3,31.3,20,7.1,18.4,20.6,7.4,14.5,36.4,20.1,100
"North Wales","Cymru/Wales","2016-11-01","Nov",2016,"Q4_2016",0,21.8,37.5,5.3,0,1,10,17.9,4.9,5.4,0,9,100
"North Yorkshire","Yorkshire and Humberside","2016-11-01","Nov",2016,"Q4_2016",0,22.3,0,14.3,0,7,0,2.9,0,14.3,5.9,16.4,100
"Nottinghamshire","East Midlands","2016-11-01","Nov",2016,"Q4_2016",16.7,19.7,28.2,6.1,60,6,23.8,26,11,26.9,10.5,13.7,100
"South Wales","Cymru/Wales","2016-11-01","Nov",2016,"Q4_2016",16.7,25.2,28.6,13.9,0,3.3,8.7,9.3,4.9,14.2,17.6,9.6,100
"South Yorkshire","Yorkshire and Humberside","2016-11-01","Nov",2016,"Q4_2016",0,24.9,18.8,16.2,60,7.9,13.3,21,2.5,11.3,6.3,11.8,100
"Staffordshire","West Midlands","2016-11-01","Nov",2016,"Q4_2016",0,25.9,15.4,9.1,0,3.8,23.5,8.8,5.7,17.3,13.3,11.8,100
"Suffolk","East of England","2016-11-01","Nov",2016,"Q4_2016",0,11.9,25,30,0,2,8.3,13.8,10.6,6.5,0,1.2,100
"Surrey","South East","2016-11-01","Nov",2016,"Q4_2016",0,21.7,38.7,16.7,0,7,22.2,33.3,2.4,10.7,0,7.5,100
"Sussex","South East","2016-11-01","Nov",2016,"Q4_2016",0,17.5,31.9,7.9,27.8,5.9,12.5,9.7,3.7,13,20,5.7,100
"Thames Valley","Thames and Chiltern","2016-11-01","Nov",2016,"Q4_2016",0,23.3,40.6,26.6,61.5,8.5,8,6.7,9.5,29,37.9,16.3,100
"Warwickshire","West Midlands","2016-11-01","Nov",2016,"Q4_2016",0,14,23.8,33.3,0,3.4,10,0,0,24.1,0,22.2,100
"West Mercia","West Midlands","2016-11-01","Nov",2016,"Q4_2016",0,17.7,27.1,7.7,66.7,7.4,11.1,20.5,9.6,13,11.1,15.5,100
"West Midlands","West Midlands","2016-11-01","Nov",2016,"Q4_2016",30,20,35,27.5,24.1,6.2,6.1,8.6,6.1,11.6,11.8,13.1,100
"West Yorkshire","Yorkshire and Humberside","2016-11-01","Nov",2016,"Q4_2016",50,17.5,27.3,14.1,5.9,7.2,27.3,10,6.6,16,3.3,14.7,100
"Wiltshire","Oxfordshire","2016-11-01","Nov",2016,"Q4_2016",0,8.3,11.8,0,16.7,1.7,16.7,9.5,5.6,17.1,0,7.5,0
"Avon and Somerset","South West","2016-12-01","Dec",2016,"Q4_2016",25,19,28.8,28.6,0,6.8,40,21.6,5.8,18.7,23.8,10.4,100
"Bedfordshire","Thames and Chiltern","2016-12-01","Dec",2016,"Q4_2016",0,30.7,25,0,33.3,19.4,0,5.3,0,5,33.3,20.2,100
"Cambridgeshire","East of England","2016-12-01","Dec",2016,"Q4_2016",0,14.3,14.3,0,0,7.3,9.1,26.7,2.9,17.9,0,8.7,100
"Cheshire","Mersey-Cheshire","2016-12-01","Dec",2016,"Q4_2016",50,24.4,25.9,0,0,1.7,0,12.1,1.4,6.6,7.1,8,100
"Cleveland","North East","2016-12-01","Dec",2016,"Q4_2016",0,19,0,11.1,25,4.3,6.5,25,7.1,15.5,6.7,10.5,100
"Cumbria","North West","2016-12-01","Dec",2016,"Q4_2016",0,5.8,0,14.3,0,2.4,0,7.4,2.8,9.8,0,7.2,100
"Derbyshire","East Midlands","2016-12-01","Dec",2016,"Q4_2016",0,25.3,0,17.6,50,3.8,33.3,12.8,2.2,10.9,0,12.7,100
"Devon and Cornwall","South West","2016-12-01","Dec",2016,"Q4_2016",0,21.1,14.3,8.7,50,2.7,0,12.5,3.5,9.5,10,10.4,100
"Dorset","Oxfordshire","2016-12-01","Dec",2016,"Q4_2016",0,9.3,10,21.4,0,1.3,28.6,5,4.7,15.2,0,5.5,100
"Durham","North East","2016-12-01","Dec",2016,"Q4_2016",0,17.8,0,15,0,6.3,0,23.3,7.1,25,0,7.4,100
"Dyfed Powys","Cymru/Wales","2016-12-01","Dec",2016,"Q4_2016",50,19.8,25,22.2,0,4.5,0,0,2.6,15.8,0,15.9,100
"Essex","East of England","2016-12-01","Dec",2016,"Q4_2016",14.3,19.6,14.6,16.7,25,8,15.8,13.2,3.5,12.5,21.1,15.5,100
"Gloucestershire","South West","2016-12-01","Dec",2016,"Q4_2016",0,17.1,0,8.3,25,6.1,0,27.3,8,30,0,3.5,100
"GreaterManchester","North West","2016-12-01","Dec",2016,"Q4_2016",0,19.4,22.7,6.5,13.9,4.9,3.7,8.7,5.2,10.7,10.6,18.6,100
"Gwent","Cymru/Wales","2016-12-01","Dec",2016,"Q4_2016",0,18.6,15.4,11.1,0,2.6,0,16,8.3,7.7,0,14.7,100
"Hampshire","Oxfordshire","2016-12-01","Dec",2016,"Q4_2016",0,14.8,18.8,0,0,5.1,18.2,7.7,2.2,18.8,6.3,4.9,100
"Hertfordshire","Thames and Chiltern","2016-12-01","Dec",2016,"Q4_2016",0,18.2,10,22.2,0,7.2,19,14.3,2.9,17.9,14.3,16.6,100
"Humberside","Yorkshire and Humberside","2016-12-01","Dec",2016,"Q4_2016",0,15.5,24.2,13.3,12.5,7.8,0,13,10.2,15.5,0,8.2,100
"Kent","South East","2016-12-01","Dec",2016,"Q4_2016",22.2,23.1,25,4.2,0,15.2,11.5,8.6,4.5,13.2,19.4,12,100
"Lancashire","North West","2016-12-01","Dec",2016,"Q4_2016",0,22.7,0,4.3,0,4.7,6.7,19.7,5.9,6.7,21.1,13.7,100
"Leicestershire","East Midlands","2016-12-01","Dec",2016,"Q4_2016",0,18.2,20.7,23.5,50,5.7,10,12.1,0,5.3,0,18.3,100
"Lincolnshire","East Midlands","2016-12-01","Dec",2016,"Q4_2016",0,19,0,7.7,16.7,9.3,25,9.5,4.5,10,26.7,21.5,100
"Merseyside","Mersey-Cheshire","2016-12-01","Dec",2016,"Q4_2016",0,16,28.6,0,0,7.9,0,20,4,4.9,21.1,11.4,100
"Metropolitan and City","Greater London","2016-12-01","Dec",2016,"Q4_2016",25.9,30.4,31.2,19.8,33.3,12.8,14.5,24.7,9.6,22.7,17.2,18.2,100
"Norfolk","East of England","2016-12-01","Dec",2016,"Q4_2016",0,17.5,18.2,0,0,5.3,0,20,1.8,6.3,0,3.4,100
"Northamptonshire","East Midlands","2016-12-01","Dec",2016,"Q4_2016",50,26.7,0,0,16.7,6.8,25,18.5,7.4,11.1,0,14.5,100
"Northumbria","North East","2016-12-01","Dec",2016,"Q4_2016",25,25.9,39.3,25,75,12,24.1,21.9,15.1,18.6,9.1,36,100
"North Wales","Cymru/Wales","2016-12-01","Dec",2016,"Q4_2016",0,18.3,23.3,10,0,0.9,0,11.1,3.6,11.8,0,10.2,100
"North Yorkshire","Yorkshire and Humberside","2016-12-01","Dec",2016,"Q4_2016",0,21.3,33.3,28.6,0,5.5,44.4,9.1,3.3,14.6,12.5,9.2,100
"Nottinghamshire","East Midlands","2016-12-01","Dec",2016,"Q4_2016",16.7,25.4,20.7,14.3,20,12.5,0,21.8,5.9,14,4,13.1,100
"South Wales","Cymru/Wales","2016-12-01","Dec",2016,"Q4_2016",0,19.3,16.1,6.9,33.3,4.5,9.5,14.5,4.2,12.7,25,8,100
"South Yorkshire","Yorkshire and Humberside","2016-12-01","Dec",2016,"Q4_2016",25,25.4,7.7,20,22.2,3.9,0,20.6,9.2,10.3,0,14.6,100
"Staffordshire","West Midlands","2016-12-01","Dec",2016,"Q4_2016",0,19.4,17.9,12.5,0,6.4,12.5,22,13.3,15.8,7.7,12,100
"Suffolk","East of England","2016-12-01","Dec",2016,"Q4_2016",50,12.4,0,14.3,0,0,0,8.3,10.3,13.2,0,5,100
"Surrey","South East","2016-12-01","Dec",2016,"Q4_2016",0,25.8,23.8,20,0,1.8,22.2,16.7,12.5,13,14.3,4.1,100
"Sussex","South East","2016-12-01","Dec",2016,"Q4_2016",0,14.8,22.2,0,20,3.1,18.2,9.7,4.3,7.3,5.3,8.1,100
"Thames Valley","Thames and Chiltern","2016-12-01","Dec",2016,"Q4_2016",0,25.1,24.1,18.4,36.8,4.4,3.1,7.8,8.1,29.5,12,14.7,100
"Warwickshire","West Midlands","2016-12-01","Dec",2016,"Q4_2016",0,21.1,0,25,0,3.6,20,7.7,0,6.3,50,18.1,100
"West Mercia","West Midlands","2016-12-01","Dec",2016,"Q4_2016",0,15.7,31.4,45.5,33.3,4.5,15.4,17.1,3.4,13.1,15.4,14.6,100
"West Midlands","West Midlands","2016-12-01","Dec",2016,"Q4_2016",33.3,22.8,31.2,10.1,20.4,8.9,12.3,9,5.9,12.1,11.5,14.4,100
"West Yorkshire","Yorkshire and Humberside","2016-12-01","Dec",2016,"Q4_2016",25,20.7,28.9,26,38.5,6.8,24.2,13.5,4.4,10,12.8,14.6,100
"Wiltshire","Oxfordshire","2016-12-01","Dec",2016,"Q4_2016",0,11.6,38.5,20,0,3.2,0,15,6.7,15,0,5.6,100
"Avon and Somerset","South West","2017-01-01","Jan",2017,"Q1_2017",25,17.9,37.3,10.8,25,6.5,23.3,4.8,9.2,13.5,50,11,100
"Bedfordshire","Thames and Chiltern","2017-01-01","Jan",2017,"Q1_2017",0,11.8,0,9.1,50,3.3,9.1,17.6,0,10.3,0,12.1,100
"Cambridgeshire","East of England","2017-01-01","Jan",2017,"Q1_2017",0,17.1,0,6.7,0,7.1,0,8.3,0,4.7,0,6.7,100
"Cheshire","Mersey-Cheshire","2017-01-01","Jan",2017,"Q1_2017",50,14.9,40,10.5,20,3.7,0,4.7,2.1,8.5,13.3,10.8,100
"Cleveland","North East","2017-01-01","Jan",2017,"Q1_2017",0,22.2,25,7.5,50,3.9,9.5,15.7,7.3,12.3,0,10.8,100
"Cumbria","North West","2017-01-01","Jan",2017,"Q1_2017",0,9.3,0,11.1,0,0.9,0,0,3,12.8,10,12,100
"Derbyshire","East Midlands","2017-01-01","Jan",2017,"Q1_2017",0,19.6,12.5,35.3,50,11.4,12.5,16.4,10,13.2,14.3,17.9,100
"Devon and Cornwall","South West","2017-01-01","Jan",2017,"Q1_2017",25,17.7,4.5,11.5,0,5.6,5.9,15.7,6,11.6,12.5,7.1,100
"Dorset","Oxfordshire","2017-01-01","Jan",2017,"Q1_2017",50,10.6,25,0,50,4.2,18.2,8.3,0,7.5,0,6.3,100
"Durham","North East","2017-01-01","Jan",2017,"Q1_2017",0,18.1,0,15,100,8.9,0,9.1,0,21.9,0,8.8,100
"Dyfed Powys","Cymru/Wales","2017-01-01","Jan",2017,"Q1_2017",0,16.3,14.3,0,0,8.3,0,28.6,7.3,20,12.5,9.7,100
"Essex","East of England","2017-01-01","Jan",2017,"Q1_2017",14.3,19.3,34.2,25,66.7,4.9,14.3,9.5,5,10,21.4,10,100
"Gloucestershire","South West","2017-01-01","Jan",2017,"Q1_2017",0,16.7,0,0,0,2.5,9.1,0,0,11.1,0,4.6,100
"GreaterManchester","North West","2017-01-01","Jan",2017,"Q1_2017",40,16.3,29.9,10.9,22.9,4.9,6.7,10.8,2.7,6.3,4.9,13.9,100
"Gwent","Cymru/Wales","2017-01-01","Jan",2017,"Q1_2017",0,22.6,16.7,6.3,0,5.6,25,9.1,15,8.6,0,8.7,100
"Hampshire","Oxfordshire","2017-01-01","Jan",2017,"Q1_2017",0,14.6,17.4,8.1,0,5.4,18.8,4.2,10.5,8.6,25,9.6,100
"Hertfordshire","Thames and Chiltern","2017-01-01","Jan",2017,"Q1_2017",0,19.9,11.1,9.1,0,11.4,11.1,20,2.7,16.7,15.4,24.9,100
"Humberside","Yorkshire and Humberside","2017-01-01","Jan",2017,"Q1_2017",0,13.5,33.3,6.3,45.5,3.3,10,5.3,3.6,5.6,20,13.6,100
"Kent","South East","2017-01-01","Jan",2017,"Q1_2017",0,23.1,21.7,12.2,50,10.6,3.4,11.1,5.4,17,7.4,9.3,100
"Lancashire","North West","2017-01-01","Jan",2017,"Q1_2017",0,18,8.3,8.5,7.7,5.5,13.3,11.7,5.8,9.2,15.4,13.2,100
"Leicestershire","East Midlands","2017-01-01","Jan",2017,"Q1_2017",0,16,32.4,7.7,0,5,25,21.4,11.4,17,0,16,100
"Lincolnshire","East Midlands","2017-01-01","Jan",2017,"Q1_2017",0,19.2,0,0,0,5,8.3,2.5,11.4,10.8,15.4,20.2,100
"Merseyside","Mersey-Cheshire","2017-01-01","Jan",2017,"Q1_2017",50,13.9,28.6,12.5,0,2.8,27.6,8.2,1.4,11.5,5.3,11.6,100
"Metropolitan and City","Greater London","2017-01-01","Jan",2017,"Q1_2017",31,30.5,28.9,18,29,15.1,14.7,23.8,8.3,28.1,23.3,16.1,100
"Norfolk","East of England","2017-01-01","Jan",2017,"Q1_2017",0,10.8,7.7,0,16.7,5.2,4.3,18.9,2,6.9,9.1,5.5,100
"Northamptonshire","East Midlands","2017-01-01","Jan",2017,"Q1_2017",0,20,11.1,6.3,70,5.8,12.5,23.1,2.8,12.8,0,12.1,100
"Northumbria","North East","2017-01-01","Jan",2017,"Q1_2017",0,28.5,28.2,13,22.2,5.6,6.7,17.3,5.8,12.1,10,13.3,100
"North Wales","Cymru/Wales","2017-01-01","Jan",2017,"Q1_2017",0,20,20.7,14.3,0,4.2,15.4,15.4,0,6,15.4,6.1,100
"North Yorkshire","Yorkshire and Humberside","2017-01-01","Jan",2017,"Q1_2017",0,19.7,10,26.1,0,12.8,11.1,9.7,6.5,10.8,6.3,9.9,100
"Nottinghamshire","East Midlands","2017-01-01","Jan",2017,"Q1_2017",66.7,19.3,25.5,17.9,33.3,10.7,0,19,9.2,13.9,8,7.7,100
"South Wales","Cymru/Wales","2017-01-01","Jan",2017,"Q1_2017",0,23.1,17.8,7.5,35.7,4.8,17.2,12.3,3.6,11.1,13.6,21,100
"South Yorkshire","Yorkshire and Humberside","2017-01-01","Jan",2017,"Q1_2017",0,21.2,8.3,15.4,50,5.9,14.3,14.1,1.6,6.5,0,9.2,100
"Staffordshire","West Midlands","2017-01-01","Jan",2017,"Q1_2017",0,23,15.9,17.2,0,7.5,38.1,11.1,7.2,14.8,0,17,100
"Suffolk","East of England","2017-01-01","Jan",2017,"Q1_2017",0,14.5,0,0,33.3,1.5,12.5,3.6,2.9,16.7,12.5,8.8,100
"Surrey","South East","2017-01-01","Jan",2017,"Q1_2017",0,21,13,9.1,0,10.7,7.1,14.3,0,7.4,16.7,9.4,100
"Sussex","South East","2017-01-01","Jan",2017,"Q1_2017",0,18.3,28.9,6.5,0,3.2,5.3,13.5,5.7,17.2,23.1,6.9,100
"Thames Valley","Thames and Chiltern","2017-01-01","Jan",2017,"Q1_2017",0,29.7,42.9,21.2,30.8,8.3,6.5,13.4,4.5,22.3,24.2,14.2,100
"Warwickshire","West Midlands","2017-01-01","Jan",2017,"Q1_2017",0,15.7,33.3,0,0,6,0,19.2,6.3,18.8,11.1,9.4,100
"West Mercia","West Midlands","2017-01-01","Jan",2017,"Q1_2017",0,17.1,34.3,16.7,0,3.4,17.6,27.8,8.9,23.8,17.6,10.5,100
"West Midlands","West Midlands","2017-01-01","Jan",2017,"Q1_2017",0,19.7,29.5,10.9,31.7,7.8,14.9,7.3,5.2,22.2,11.1,11.7,100
"West Yorkshire","Yorkshire and Humberside","2017-01-01","Jan",2017,"Q1_2017",0,19.6,29.2,16.5,28,6.6,8.3,10.7,4.6,15.7,10.9,17.7,100
"Wiltshire","Oxfordshire","2017-01-01","Jan",2017,"Q1_2017",0,13.7,0,13.3,0,3,7.1,4.8,0,5.3,0,12.2,100
"Avon and Somerset","South West","2017-02-01","Feb",2017,"Q1_2017",50,23.1,36.4,14,0,6.7,13.3,6.9,2.1,16.1,12.5,12.9,100
"Bedfordshire","Thames and Chiltern","2017-02-01","Feb",2017,"Q1_2017",0,24.5,14.3,11.8,40,5.6,8.3,6.3,2.8,25,0,21.7,100
"Cambridgeshire","East of England","2017-02-01","Feb",2017,"Q1_2017",0,18,22.2,11.1,0,5.3,0,15.2,10.7,3.8,0,8.4,100
"Cheshire","Mersey-Cheshire","2017-02-01","Feb",2017,"Q1_2017",0,16.5,19.2,8,0,8.7,9.5,13,2.9,19.1,30,12.5,100
"Cleveland","North East","2017-02-01","Feb",2017,"Q1_2017",0,23.5,6.3,4.3,11.1,6.8,21.4,16.2,9.9,13.2,14.3,6.9,100
"Cumbria","North West","2017-02-01","Feb",2017,"Q1_2017",0,13.4,0,18.2,0,7.1,12.5,15,4.8,6.7,0,9,100
"Derbyshire","East Midlands","2017-02-01","Feb",2017,"Q1_2017",50,17.9,14.3,7.7,54.5,3.3,5.6,17.6,3.3,11.3,10,7,100
"Devon and Cornwall","South West","2017-02-01","Feb",2017,"Q1_2017",0,12.2,9.5,8.3,0,5.6,6.3,23.3,3.2,12.1,0,12.6,100
"Dorset","Oxfordshire","2017-02-01","Feb",2017,"Q1_2017",0,11.2,13.3,0,0,2.7,0,15.8,4.3,21.4,20,8.4,100
"Durham","North East","2017-02-01","Feb",2017,"Q1_2017",0,17.9,0,17.6,0,7.8,21.4,16,0,34.6,14.3,8.9,100
"Dyfed Powys","Cymru/Wales","2017-02-01","Feb",2017,"Q1_2017",0,9.9,16.7,0,0,3.1,0,4.5,4.5,14.3,0,10.1,100
"Essex","East of England","2017-02-01","Feb",2017,"Q1_2017",0,24.2,24.5,17.9,42.9,7.2,25.6,6.4,7.9,11.8,11.1,11.2,100
"Gloucestershire","South West","2017-02-01","Feb",2017,"Q1_2017",0,13.5,0,12.5,0,3.7,0,22.2,8.6,20,0,6.4,100
"GreaterManchester","North West","2017-02-01","Feb",2017,"Q1_2017",0,17.8,21.8,0,16.7,3.6,3.3,8.1,6.7,11.1,4.1,16.9,100
"Gwent","Cymru/Wales","2017-02-01","Feb",2017,"Q1_2017",100,25.2,25,40,50,9.4,0,8.8,15,14.8,25,11.8,100
"Hampshire","Oxfordshire","2017-02-01","Feb",2017,"Q1_2017",33.3,12.5,12,6.5,0,4,4.3,11.3,5.2,6.7,0,8.7,100
"Hertfordshire","Thames and Chiltern","2017-02-01","Feb",2017,"Q1_2017",25,19.8,5.6,0,25,3.2,22.2,23.3,3.7,27.9,18.2,15.8,100
"Humberside","Yorkshire and Humberside","2017-02-01","Feb",2017,"Q1_2017",0,17.6,36.7,22.2,0,6,27.3,4.7,1.7,6.8,8.3,5.7,100
"Kent","South East","2017-02-01","Feb",2017,"Q1_2017",16.7,25.9,27.3,2.5,18.2,8.8,12.2,2.9,7,7.8,13.6,6.1,100
"Lancashire","North West","2017-02-01","Feb",2017,"Q1_2017",100,20.8,9.1,8,0,5.6,13,8.3,5.3,12.9,7.7,12.8,100
"Leicestershire","East Midlands","2017-02-01","Feb",2017,"Q1_2017",0,21.9,18.2,14.3,25,4.2,15.4,21.2,8.7,17.1,14.3,18.6,100
"Lincolnshire","East Midlands","2017-02-01","Feb",2017,"Q1_2017",0,14.2,33.3,29.4,0,9.6,9.1,4,0,9.4,20,18,100
"Merseyside","Mersey-Cheshire","2017-02-01","Feb",2017,"Q1_2017",50,18.5,34.8,11.8,0,12.2,4.8,12.3,7,15.2,23.8,18.4,100
"Metropolitan and City","Greater London","2017-02-01","Feb",2017,"Q1_2017",44.4,29.2,29.8,18.8,23.6,12.5,16,23.7,8.2,25.6,13.9,12.8,100
"Norfolk","East of England","2017-02-01","Feb",2017,"Q1_2017",0,14.9,17.6,15.8,0,6,0,10.3,0,4.5,0,2.5,100
"Northamptonshire","East Midlands","2017-02-01","Feb",2017,"Q1_2017",0,21.3,0,40,16.7,6.1,6.3,8,8.7,7.4,0,11.9,100
"Northumbria","North East","2017-02-01","Feb",2017,"Q1_2017",0,29,29.6,13,36.4,8.2,19.2,22.1,3.2,15.5,8.3,18.7,100
"North Wales","Cymru/Wales","2017-02-01","Feb",2017,"Q1_2017",0,18.8,23.5,0,0,3.5,0,9.1,2.2,12.1,0,9.8,100
"North Yorkshire","Yorkshire and Humberside","2017-02-01","Feb",2017,"Q1_2017",0,17.4,13.3,31.3,33.3,7.8,0,5.6,4.3,18.5,0,9.8,100
